nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
11020797,공통업무,"2016년 강남소방서 상품권 구매 및 사용내역",심종보,소방행정과,20170202084112,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-568-4161,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/11020797
11033326,공통업무,"2016년 성동도로사업소 상품권 구매내역 ",최경혜,관리단속과,20170202102234,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2210-1513,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/11033326
11033327,공통업무,"가족담당관 2016년 상품권 구매 및 사용내역",강소영,가족담당관,20170202102444,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-5170,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/11033327
11033328,공통업무,"2016년 서울도서관 상품권 구매 및 사용내역 ",최경화,행정지원과,20170202103546,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-0203,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/11033328
11033330,공통업무,"2016년 서울역사편찬원 상품권 구매 및 사용내역 공개",이영미,시사편찬과,20170202105847,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-413-9688,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/11033330
11033332,공통업무,"2016년 상품권 구매 및 사용내역 공개(강서도로사업소)",오연순,관리단속과,20170202110440,"공통업무>업무계획>주요 업무계획>서울시 주요 업무계획",2657-7915,"CC BY-ND",https://opengov.seoul.go.kr/public/11033332
11033339,공통업무,"공간정보담당관 상품권 구매 및 사용내역(2016년)",김현체,공간정보담당관,20170202133051,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-2834,"CC BY-NC-SA",https://opengov.seoul.go.kr/public/11033339
11033341,공통업무,"2016년 상품권 구매 및 사용내역 (시설계획과)",이선옥,시설계획과,20170202135351,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-8404,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/11033341
11034389,공통업무,"2016년 청와대소방대 상품권 구매 및 사용내역",강판주,청와대소방대,20170202000000,"공통업무>업무계획>주요 업무계획>서울시 주요 업무계획",02-2235-0119,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/11034389
11034393,공통업무,"2016년 지역발전본부 동북권사업단 상품권 구매 및 사용내역 ",채창옥,동북권사업단,20170202145538,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-8279,"CC BY",https://opengov.seoul.go.kr/public/11034393
